term,coefficient,robust_se,p_value
model:magistral-medium-2506,0.1595372149991987,0.11566776453814138,0.16781115643421296
model:minimax-m1,0.8224880952279032,0.08781571728506991,7.528405958315993e-21
model:mistral-medium-2505,0.7308707487961865,0.08180822293864622,4.110551972609612e-19
model:mistral-small-2506,0.4184218623663094,0.10873401363852497,0.00011902627594099314
model:mistral-small-3.1-24b-instruct-2503,-0.09189102739965144,0.10049520459051267,0.36051604566105755
model:o3-2025-04-16,1.1999063107713523,0.08329963633176383,4.83409023425801e-47
model:o3-mini,0.3858650988070536,0.0846345706556219,5.135126634764264e-06
model:o4-mini-2025-04-16,1.0147821734657387,0.08582331548274622,2.930788616113185e-32
model:qwen-max-2025-01-25,0.6529097978024598,0.09031423864144006,4.854474604933876e-13
model:qwen3-235b-a22b,0.6645151507466526,0.08858302498890337,6.303953962134588e-14
model:qwen3-235b-a22b-instruct-2507,0.5200917807430561,0.16915725561138836,0.002107813572201298
model:qwen3-235b-a22b-no-thinking,0.8481770302560409,0.08152101597669038,2.367497229933883e-25
model:qwen3-30b-a3b,0.25223194897340395,0.08822610108883865,0.004250771016141979
model:qwq-32b,0.4236010808861139,0.0902174529186065,2.661713506715248e-06
